   100000.0000000000        2.2407809111        0.9100000020
   200000.0000000000        2.1757049892        0.8100000042
   300000.0000000000        2.0195227766        0.7100000065
   400000.0000000000        1.9934924078        0.6100000087
   500000.0000000000        1.7483731020        0.5100000110
   600000.0000000000        1.5336225597        0.4100000132
   700000.0000000000        1.3774403471        0.3100000154
   800000.0000000000        1.0151843818        0.2100000177
   900000.0000000000        0.8091106291        0.1100000199
  1000000.0000000000        0.7505422993        0.1000000015
