   100000.0000000000        1.8468085106        0.9100000020
   200000.0000000000        1.7659574468        0.8100000042
   300000.0000000000        1.6042553191        0.7100000065
   400000.0000000000        1.5744680851        0.6100000087
   500000.0000000000        1.4553191489        0.5100000110
   600000.0000000000        1.2212765957        0.4100000132
   700000.0000000000        1.0978723404        0.3100000154
   800000.0000000000        0.8425531915        0.2100000177
   900000.0000000000        0.5829787234        0.1100000199
  1000000.0000000000        0.5574468085        0.1000000015
