   100000.0000000000        2.2776572668        0.9100000020
   200000.0000000000        2.1301518438        0.8100000042
   300000.0000000000        2.0412147505        0.7100000065
   400000.0000000000        1.9609544469        0.6100000087
   500000.0000000000        1.7960954447        0.5100000110
   600000.0000000000        1.6073752711        0.4100000132
   700000.0000000000        1.3861171367        0.3100000154
   800000.0000000000        1.0368763557        0.2100000177
   900000.0000000000        0.8177874187        0.1100000199
  1000000.0000000000        0.7722342733        0.1000000015
