   100000.0000000000        5.1351575456        0.9100000020
   200000.0000000000        5.0099502488        0.8100000042
   300000.0000000000        4.8772802653        0.7100000065
   400000.0000000000        4.5721393035        0.6100000087
   500000.0000000000        4.3855721393        0.5100000110
   600000.0000000000        3.9601990050        0.4100000132
   700000.0000000000        3.3623548922        0.3100000154
   800000.0000000000        3.0762852405        0.2100000177
   900000.0000000000        2.9402985075        0.1100000199
  1000000.0000000000        2.9311774461        0.1000000015
