   100000.0000000000        2.9004424779        0.9100000020
   200000.0000000000        2.7500000000        0.8100000042
   300000.0000000000        2.6460176991        0.7100000065
   400000.0000000000        2.4889380531        0.6100000087
   500000.0000000000        2.3495575221        0.5100000110
   600000.0000000000        2.2190265487        0.4100000132
   700000.0000000000        1.9070796460        0.3100000154
   800000.0000000000        1.3738938053        0.2100000177
   900000.0000000000        1.0973451327        0.1100000199
  1000000.0000000000        1.0486725664        0.1000000015
