   100000.0000000000       15.2868525896        0.9100000020
   200000.0000000000       15.0478087649        0.8100000042
   300000.0000000000       14.3147410359        0.7100000065
   400000.0000000000       13.7689243028        0.6100000087
   500000.0000000000       13.7171314741        0.5100000110
   600000.0000000000       13.6932270916        0.4100000132
   700000.0000000000       13.6733067729        0.3100000154
   800000.0000000000       13.6254980080        0.2100000177
   900000.0000000000       13.4940239044        0.1100000199
  1000000.0000000000       13.4661354582        0.1000000015
