   100000.0000000000        2.2654387866        0.9100000020
   200000.0000000000        2.1646803900        0.8100000042
   300000.0000000000        2.1094257855        0.7100000065
   400000.0000000000        2.0184182015        0.6100000087
   500000.0000000000        1.8819068256        0.5100000110
   600000.0000000000        1.6879739978        0.4100000132
   700000.0000000000        1.5157096425        0.3100000154
   800000.0000000000        1.2231852654        0.2100000177
   900000.0000000000        0.9035752979        0.1100000199
  1000000.0000000000        0.8710725894        0.1000000015
