   100000.0000000000       36.6327433628        0.9100000020
   200000.0000000000       36.1725663717        0.8100000042
   300000.0000000000       36.0553097345        0.7100000065
   400000.0000000000       35.6150442478        0.6100000087
   500000.0000000000       35.5818584071        0.5100000110
   600000.0000000000       35.4911504425        0.4100000132
   700000.0000000000       35.4181415929        0.3100000154
   800000.0000000000       35.3230088496        0.2100000177
   900000.0000000000       35.2721238938        0.1100000199
  1000000.0000000000       35.2455752212        0.1000000015
