   100000.0000000000        1.4566326531        0.9100000020
   200000.0000000000        1.3341836735        0.8100000042
   300000.0000000000        1.3418367347        0.7100000065
   400000.0000000000        1.1989795918        0.6100000087
   500000.0000000000        1.1377551020        0.5100000110
   600000.0000000000        1.0076530612        0.4100000132
   700000.0000000000        0.7704081633        0.3100000154
   800000.0000000000        0.5280612245        0.2100000177
   900000.0000000000        0.1173469388        0.1100000199
  1000000.0000000000        0.0357142857        0.1000000015
