   100000.0000000000        2.2754880694        0.9100000020
   200000.0000000000        2.1757049892        0.8100000042
   300000.0000000000        2.0954446855        0.7100000065
   400000.0000000000        1.8937093275        0.6100000087
   500000.0000000000        1.7657266811        0.5100000110
   600000.0000000000        1.5770065076        0.4100000132
   700000.0000000000        1.3644251627        0.3100000154
   800000.0000000000        1.0433839479        0.2100000177
   900000.0000000000        0.7939262473        0.1100000199
  1000000.0000000000        0.7700650759        0.1000000015
