   100000.0000000000       84.1388535032        0.9100000020
   200000.0000000000       83.7146496815        0.8100000042
   300000.0000000000       83.4777070064        0.7100000065
   400000.0000000000       83.1146496815        0.6100000087
   500000.0000000000       82.9426751592        0.5100000110
   600000.0000000000       82.8254777070        0.4100000132
   700000.0000000000       82.7146496815        0.3100000154
   800000.0000000000       82.5630573248        0.2100000177
   900000.0000000000       82.4751592357        0.1100000199
  1000000.0000000000       82.4509554140        0.1000000015
