   100000.0000000000        2.8362831858        0.9100000020
   200000.0000000000        2.8230088496        0.8100000042
   300000.0000000000        2.6659292035        0.7100000065
   400000.0000000000        2.5730088496        0.6100000087
   500000.0000000000        2.4424778761        0.5100000110
   600000.0000000000        2.3008849558        0.4100000132
   700000.0000000000        2.0973451327        0.3100000154
   800000.0000000000        1.7721238938        0.2100000177
   900000.0000000000        1.5376106195        0.1100000199
  1000000.0000000000        1.5044247788        0.1000000015
