   100000.0000000000        2.2386117137        0.9100000020
   200000.0000000000        2.1648590022        0.8100000042
   300000.0000000000        2.0585683297        0.7100000065
   400000.0000000000        1.9132321041        0.6100000087
   500000.0000000000        1.7613882863        0.5100000110
   600000.0000000000        1.5596529284        0.4100000132
   700000.0000000000        1.3514099783        0.3100000154
   800000.0000000000        1.0563991323        0.2100000177
   900000.0000000000        0.8156182213        0.1100000199
  1000000.0000000000        0.7570498915        0.1000000015
