   100000.0000000000        2.2082429501        0.9100000020
   200000.0000000000        2.2255965293        0.8100000042
   300000.0000000000        2.0303687636        0.7100000065
   400000.0000000000        1.9587852495        0.6100000087
   500000.0000000000        1.7939262473        0.5100000110
   600000.0000000000        1.6247288503        0.4100000132
   700000.0000000000        1.3579175705        0.3100000154
   800000.0000000000        1.0173535792        0.2100000177
   900000.0000000000        0.8091106291        0.1100000199
  1000000.0000000000        0.7765726681        0.1000000015
