   100000.0000000000        2.2798264642        0.9100000020
   200000.0000000000        2.1344902386        0.8100000042
   300000.0000000000        2.0976138829        0.7100000065
   400000.0000000000        1.9414316703        0.6100000087
   500000.0000000000        1.7939262473        0.5100000110
   600000.0000000000        1.5509761388        0.4100000132
   700000.0000000000        1.3796095445        0.3100000154
   800000.0000000000        1.0303687636        0.2100000177
   900000.0000000000        0.8026030369        0.1100000199
  1000000.0000000000        0.7787418655        0.1000000015
