   100000.0000000000        8.2549800797        0.9100000020
   200000.0000000000        7.9681274900        0.8100000042
   300000.0000000000        7.7171314741        0.7100000065
   400000.0000000000        7.6613545817        0.6100000087
   500000.0000000000        7.4143426295        0.5100000110
   600000.0000000000        7.2430278884        0.4100000132
   700000.0000000000        7.0478087649        0.3100000154
   800000.0000000000        6.9442231076        0.2100000177
   900000.0000000000        6.8565737052        0.1100000199
  1000000.0000000000        6.8366533865        0.1000000015
