   100000.0000000000        4.2407960199        0.9100000020
   200000.0000000000        4.0228855721        0.8100000042
   300000.0000000000        3.9094527363        0.7100000065
   400000.0000000000        3.7313432836        0.6100000087
   500000.0000000000        3.5651741294        0.5100000110
   600000.0000000000        3.2696517413        0.4100000132
   700000.0000000000        2.8815920398        0.3100000154
   800000.0000000000        2.4567164179        0.2100000177
   900000.0000000000        2.2666666667        0.1100000199
  1000000.0000000000        2.2477611940        0.1000000015
