1.5 1.0 0.1 0.0 0.2 0.05968310365946075 2 66.33333333333333
1.5 1.5 0.1 0.5994399769883832 0.7999999999999998 0.029841551829730386 3 28.428571428571427
1.5 1.5 1.0 0.0 0.6000000000000001 0.006631455962162304 2 2.368794326241135
1.5 2.0 0.1 0.5650181327993117 0.6000000000000001 0.026525823848649217 3 11.94
1.5 2.0 0.2 0.36310863824636985 0.2 0.0994718394324346 2 5.97
1.5 2.0 0.3 0.42648836475021584 0.4 0.08952465548919113 2 6.633333333333334
1.5 2.0 0.4 0.378858240589637 0.4 0.1492077591486519 2 3.9800995024875623
1.5 2.0 0.5 0.37451511258614717 0.6000000000000001 0.17241785501621992 2 2.49003984063745
1.5 2.0 0.6 0.3508452447217403 0.8 0.14423416717703016 2 1.212624584717608
1.5 2.0 0.7 0.36545742530478303 0.8 0.15418135112027362 2 1.9914529914529915
1.5 2.0 0.8 0.4593044557882701 0.4 0.3382042540702776 2 2.236318407960199
1.5 2.0 0.9 0.4044982017561745 0.40000000000000013 0.33820425407027743 3 2.9469026548672566
1.5 2.0 1.0 0.42183418772856845 0.3999999999999999 0.51725356504866 3 3.7908366533864544
1.5 2.5 0.1 0.5306534048827755 1.6 0.02486795985810865 4 7.653846153846154
1.5 2.5 0.2 0.381853951602143 1.6 0.04476232774459556 4 5.070063694267516
1.5 2.5 0.3 0.5307517610641098 1.4000000000000001 0.0170523153312745 2 3.3872340425531915
1.5 2.5 0.4 0.4524959940243529 0.8 0.17407571900676053 2 1.9012738853503184
1.5 2.5 0.5 0.3910919295734183 1.0 0.3899296105751436 2 1.086734693877551
1.5 2.5 0.6 0.40662016149234886 1.0000000000000002 0.2984155182973037 4 1.4798301486199574
1.5 2.5 0.7 0.3588073041745983 1.0000000000000002 0.33820425407027754 3 1.9690346083788706
1.5 2.5 0.8 0.3394721764890199 1.0000000000000002 0.28647889756541156 4 2.7961783439490446
1.5 2.5 0.9 0.3964044162649628 1.0000000000000002 0.2944366447200063 3 3.6373937677053823
1.5 2.5 1.0 0.34535007137080287 1.4000000000000001 0.23873241463784298 3 4.591082802547771
1.5 3.0 0.1 0.6265171997055206 2.2 0.025320104582801536 5 5.283185840707965
1.5 3.0 0.2 0.5835822288131174 1.4000000000000001 0.042630788328186245 4 0.0
1.5 3.0 0.3 0.37070153017249347 1.4000000000000004 0.09662978687722214 4 1.1740412979351031
1.5 3.0 0.4 0.32938275554804414 1.4000000000000001 0.23589036208263056 2 1.3207964601769913
1.5 3.0 0.5 0.34683853168273004 1.6 0.23624561865203214 2 1.4601769911504425
1.5 3.0 0.6 0.36526445832075716 1.4000000000000001 0.2898893606316665 3 1.4115044247787611
1.5 3.0 0.7 0.40759404719700815 1.4000000000000001 0.4064135153953755 3 2.5436156763590394
