   100000.0000000000       52.7207977208        0.9100000020
   200000.0000000000       52.6894586895        0.8100000042
   300000.0000000000       52.6581196581        0.7100000065
   400000.0000000000       52.5868945869        0.6100000087
   500000.0000000000       52.4814814815        0.5100000110
   600000.0000000000       52.4843304843        0.4100000132
   700000.0000000000       52.4045584046        0.3100000154
   800000.0000000000       52.3504273504        0.2100000177
   900000.0000000000       52.3162393162        0.1100000199
  1000000.0000000000       52.3133903134        0.1000000015
