   100000.0000000000       14.4432835821        0.9100000020
   200000.0000000000       13.6000000000        0.8100000042
   300000.0000000000       13.0582089552        0.7100000065
   400000.0000000000       12.7656716418        0.6100000087
   500000.0000000000       12.5283582090        0.5100000110
   600000.0000000000       12.1268656716        0.4100000132
   700000.0000000000       11.8278606965        0.3100000154
   800000.0000000000       11.5805970149        0.2100000177
   900000.0000000000       11.4328358209        0.1100000199
  1000000.0000000000       11.4059701493        0.1000000015
