   100000.0000000000       29.9083665339        0.9100000020
   200000.0000000000       29.5617529880        0.8100000042
   300000.0000000000       29.3625498008        0.7100000065
   400000.0000000000       29.3505976096        0.6100000087
   500000.0000000000       29.2749003984        0.5100000110
   600000.0000000000       29.2270916335        0.4100000132
   700000.0000000000       29.2151394422        0.3100000154
   800000.0000000000       29.1673306773        0.2100000177
   900000.0000000000       29.1474103586        0.1100000199
  1000000.0000000000       29.1434262948        0.1000000015
