   100000.0000000000        2.2277657267        0.9100000020
   200000.0000000000        2.1670281996        0.8100000042
   300000.0000000000        2.0650759219        0.7100000065
   400000.0000000000        1.8459869848        0.6100000087
   500000.0000000000        1.7613882863        0.5100000110
   600000.0000000000        1.6095444685        0.4100000132
   700000.0000000000        1.3687635575        0.3100000154
   800000.0000000000        1.0477223427        0.2100000177
   900000.0000000000        0.8026030369        0.1100000199
  1000000.0000000000        0.7722342733        0.1000000015
