   100000.0000000000        3.4272388060        0.9100000020
   200000.0000000000        3.3445273632        0.8100000042
   300000.0000000000        3.2916666667        0.7100000065
   400000.0000000000        3.1498756219        0.6100000087
   500000.0000000000        3.0491293532        0.5100000110
   600000.0000000000        2.7866915423        0.4100000132
   700000.0000000000        2.5472636816        0.3100000154
   800000.0000000000        2.2276119403        0.2100000177
   900000.0000000000        2.0323383085        0.1100000199
  1000000.0000000000        1.9900497512        0.1000000015
