   100000.0000000000       29.2372448980        0.9100000020
   200000.0000000000       28.9642857143        0.8100000042
   300000.0000000000       28.7244897959        0.7100000065
   400000.0000000000       28.3520408163        0.6100000087
   500000.0000000000       28.1096938776        0.5100000110
   600000.0000000000       27.9668367347        0.4100000132
   700000.0000000000       27.8010204082        0.3100000154
   800000.0000000000       27.6403061224        0.2100000177
   900000.0000000000       27.5484693878        0.1100000199
  1000000.0000000000       27.5153061224        0.1000000015
