   100000.0000000000        2.1843817787        0.9100000020
   200000.0000000000        2.1865509761        0.8100000042
   300000.0000000000        2.0238611714        0.7100000065
   400000.0000000000        1.8937093275        0.6100000087
   500000.0000000000        1.7874186551        0.5100000110
   600000.0000000000        1.6160520607        0.4100000132
   700000.0000000000        1.3557483731        0.3100000154
   800000.0000000000        0.9934924078        0.2100000177
   900000.0000000000        0.8112798265        0.1100000199
  1000000.0000000000        0.7505422993        0.1000000015
